DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
71058,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13430,MAGANGUE,13430022,SAN JOS� DE LAS MARTAS,EN OPERACI�N,"9,30472000","-74,77555000",2020-01-25,2021-10-24,2020-10-31,2020-12-31,691,"319,89",1,9,"27007800,00"
71505,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41872,VILLAVIEJA,41872002,SAN ALFONSO,EN OPERACI�N,"3,37194000","-75,11194000",2019-12-02,2021-09-01,2020-07-31,2020-12-31,496,"132,60",1024,9216,"27007797,00"
71563,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52612,RICAURTE,52612008,VEREDA CHAMBU,EN OPERACI�N,"1,22444000","-78,04167000",2019-12-14,2021-09-13,2020-07-31,2020-12-31,668,"389,47",1024,9216,"27007797,00"
71302,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20787,TAMALAMEQUE,20787012,PASACORRIENDO,EN OPERACI�N,"8,81028000","-73,75639000",2019-11-29,2021-08-28,2020-10-31,2020-12-31,576,"248,70",1,9,"27007800,00"
71627,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66456,MISTRATO,66456000,ATARRAYA,EN OPERACI�N,"5,35389000","-75,87333000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,195,"179,11",1,9,"27007800,00"
72166,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23464,MOMIL,23464007,BETULIA,EN OPERACI�N,"9,29305556","-75,68055556",2020-08-19,1900-01-01,2020-10-31,2020-12-31,374,"259,46",1,9,"27007800,00"
71628,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66456,MISTRATO,66456000,ATARRAYA,EN OPERACI�N,"5,35389000","-75,87333000",2019-12-20,2021-09-19,2020-07-31,2020-12-31,149,"126,57",1024,9216,"27007797,00"
71252,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19780,SUAREZ,19780010,AGUASCLARAS,EN OPERACI�N,"2,86669000","-76,77036000",2020-03-30,2021-12-29,2020-07-31,2020-12-31,1168,"360,66",1024,9216,"27007797,00"
72026,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73200,COELLO,73200000,VEREDA CHAGUALA ADENTRO,EN OPERACI�N,"4,28333000","-75,03167000",2020-01-24,2021-10-23,2020-07-31,2020-12-31,270,"183,20",1024,9216,"27007797,00"
72201,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41306,GIGANTE,41306014,EL RECREO,EN OPERACI�N,"2,41000000","-75,52083333",2020-08-19,1900-01-01,2020-10-31,2020-12-31,74,"16,42",1,9,"27007800,00"
71911,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73443,MARIQUITA,73443006,CAMELIAS,EN OPERACI�N,"3,98639000","-75,10750000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,42,"71,91",1024,9216,"27007797,00"
71632,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66594,QUINCHIA,66594000,PALO GRANDE,EN OPERACI�N,"5,31750000","-75,76556000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,406,"138,29",1,9,"27007800,00"
72336,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76130,CANDELARIA,76130019,CAUCASECO,EN OPERACI�N,"3,43972222","-76,45722222",2020-08-09,1900-01-01,2020-10-31,2020-12-31,291,"122,40",1,9,"27007800,00"
71243,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19001,POPAYAN,19001017,VEREDA SAN RAFAEL,EN OPERACI�N,"2,45722000","-76,48611000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,317,"131,89",1,9,"27007800,00"
71824,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73168,CHAPARRAL,73168000,VEREDA ICARCO,EN OPERACI�N,"3,64917000","-75,58444000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,615,"108,71",1024,9216,"27007797,00"
72108,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15762,SORA,15762000,CAITOQUE,EN OPERACI�N,"5,59138889","-73,42166667",2020-08-10,1900-01-01,2020-10-31,2020-12-31,175,"95,08",1,9,"27007800,00"
71190,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19110,BUENOS AIRES,19110013,EL SILENCIO,POR INSTALAR,"3,11500000","-76,72138889",2020-03-27,1900-01-01,2020-10-31,2020-12-31,0,",00",1,9,"27007800,00"
71855,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73461,MURILLO,73461000,VEREDA CANAAN,EN OPERACI�N,"4,80611000","-75,16750000",2019-12-01,2021-08-31,2020-10-31,2020-12-31,110,"47,56",1,9,"27007800,00"
71305,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20001,VALLEDUPAR,20001006,CHEMESQUEMENA,EN OPERACI�N,"10,01694000","-73,63278000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,551,"247,67",1,9,"27007800,00"
72258,RED DE INGENIERIA S.A.S.,804012847-1,63,QUINDIO,63130,CALARCA,63130010,LA MARIA,EN OPERACI�N,"4,53250000","-75,66194444",2020-08-08,1900-01-01,2020-10-31,2020-12-31,176,"108,38",1,9,"27007800,00"
72016,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25899,ZIPAQUIRA,25899001,LA GRANJA,EN OPERACI�N,"5,04139000","-73,95333000",2019-12-15,2021-09-14,2020-07-31,2020-12-31,177,"64,79",1024,9216,"27007797,00"
71837,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73270,FALAN,73270000,VEREDA ALTO DEL ROMPE,EN OPERACI�N,"5,05571000","-75,01398000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,622,"323,59",1,9,"27007800,00"
71849,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73352,ICONONZO,73352000,VEREDA EL TRIUNFO,EN OPERACI�N,"4,08444000","-74,54755000",2020-01-23,2021-10-22,2020-07-31,2020-12-31,170,"124,25",1024,9216,"27007797,00"
71881,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73624,ROVIRA,73624001,EL CORAZ�N,EN OPERACI�N,"3,32889000","-75,73694000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,572,"135,45",1024,9216,"27007797,00"
71249,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19743,SILVIA,19743022,EL SALADO,EN OPERACI�N,"2,71045000","-76,48388000",2020-04-02,1900-01-01,2020-10-31,2020-12-31,591,"273,75",1,9,"27007800,00"
71123,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15531,PAUNA,15531004,VEREDA QUEBRADA SECA,EN OPERACI�N,"5,73111000","-74,03972000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,29,"21,56",1,9,"27007800,00"
71148,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15810,TIPACOQUE,15810003,LA CARRERA,EN OPERACI�N,"6,46111000","-72,69639000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,627,"146,75",1024,9216,"27007797,00"
71250,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19743,SILVIA,19743001,GUAMBIA,EN OPERACI�N,"2,71806000","-76,38222000",2019-12-04,2021-09-03,2020-07-31,2020-12-31,478,"235,59",1024,9216,"27007797,00"
71295,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20750,SAN DIEGO,20750012,CORREGIMIENTO NUEVAS FLORES,EN OPERACI�N,"10,14583000","-73,23583000",2020-01-15,2021-10-14,2020-07-31,2020-12-31,1436,"492,19",1024,9216,"27007797,00"
71358,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23670,SAN ANDRES SOTAVENTO,23670021,EL CONTENTO,EN OPERACI�N,"9,21166000","-75,48694000",2020-01-27,2021-10-26,2020-10-31,2020-12-31,736,"285,46",1,9,"27007800,00"
71530,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50577,PUERTO LLERAS,50577000,TIERRA GRATA,EN OPERACI�N,"3,06111000","-73,38500000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,84,"207,10",1024,9216,"27007797,00"
71476,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41001,NEIVA,41001024,PIEDRA MARCADA,EN OPERACI�N,"3,05028000","-75,47694000",2019-11-28,2021-08-27,2020-10-31,2020-12-31,496,"135,71",1,9,"27007800,00"
71134,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15673,SAN MATEO,15673000,LA FLORESTA,EN OPERACI�N,"6,40861000","-72,58861000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,28,"143,27",1,9,"27007800,00"
71876,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504000,CHAPINERO,EN OPERACI�N,"3,48222000","-75,25944000",2019-11-28,2021-08-27,2020-10-31,2020-12-31,264,"236,35",1,9,"27007800,00"
71362,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23686,SAN PELAYO,23686034,MORROCOY,EN OPERACI�N,"8,96778000","-75,99028000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,275,"250,57",1,9,"27007800,00"
71551,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001056,VEREDA LAS IGLESIAS,EN OPERACI�N,"1,05859000","-77,28183000",2019-12-17,2021-09-16,2020-10-31,2020-12-31,178,"103,78",1,9,"27007800,00"
71217,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19450,MERCADERES,19450002,ARBOLEDAS,EN OPERACI�N,"1,77416000","-77,07866000",2020-03-27,2021-12-26,2020-07-31,2020-12-31,147,"86,96",1024,9216,"27007797,00"
71236,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19532,PATIA,19532003,DON ALONSO,EN OPERACI�N,"2,56696000","-75,92529000",2020-03-29,2021-12-28,2020-07-31,2020-12-31,641,"199,66",1024,9216,"27007797,00"
72236,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52019,ALBAN,52019008,BUENAVISTA,POR INSTALAR,"1,46444444","-77,08861111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71096,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15204,COMBITA,15204002,LA PLAYA,EN OPERACI�N,"5,70222000","-73,35139000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,4,"27,47",1024,9216,"27007797,00"
71898,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73675,SAN ANTONIO,73675000,EL SILENCIO,EN OPERACI�N,"4,09667000","-75,39028000",2019-11-30,2021-08-29,2020-10-31,2020-12-31,565,"140,90",1,9,"27007800,00"
71547,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001000,SANTA ISABEL,EN OPERACI�N,"1,14139000","-77,21639000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,1096,"479,85",1,9,"27007800,00"
72408,EMTEL,891502163-1,08,ATLANTICO,08638,SABANALARGA,8638003,COLOMBIA,INSTALADA,"10,64094000","-75,00143000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
72549,EMTEL,891502163-1,44,LA GUAJIRA,44090,DIBULLA,44090002,LAS FLORES,INSTALADA,"11,26998000","-73,17821000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71890,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73624,ROVIRA,73624000,VEREDA GUADUAL BAJO,EN OPERACI�N,"4,21583000","-75,33583000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,464,"162,48",1024,9216,"27007797,00"
71424,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25777,SUPATA,25777008,EL IMPARAL,EN OPERACI�N,"5,05806000","-74,27083000",2019-12-13,2021-09-12,2020-07-31,2020-12-31,94,"98,32",1024,9216,"27007797,00"
72141,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20621,LA PAZ,20621000,CGTO LAGUNA DE INDIOS,EN OPERACI�N,"10,17138889","-73,13638889",2020-08-17,1900-01-01,2020-10-31,2020-12-31,267,"293,76",1,9,"27007800,00"
71965,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76497,OBANDO,76497008,VILLA RODAS,EN OPERACI�N,"4,62194000","-76,02806000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,595,"399,53",1,9,"27007800,00"
72086,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13248,EL GUAMO,13248005,TASAJERA,POR INSTALAR,"10,02527778","-74,82277778",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71108,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15368,JERICO,15368000,ASERRADERO,EN OPERACI�N,"6,13111000","-72,52389000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,41,"19,72",1,9,"27007800,00"
71852,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73411,LIBANO,73411000,TIERRA ADENTRO,EN OPERACI�N,"4,87167000","-75,04222000",2019-11-30,2021-08-29,2020-07-31,2020-12-31,304,"89,46",1024,9216,"27007797,00"
71586,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54128,CACHIRA,54128011,LOS MANGOS,EN OPERACI�N,"7,72972000","-73,06528000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,336,"190,09",1,9,"27007800,00"
71861,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73504,ORTEGA,73504004,HATO DE IGLESIA,EN OPERACI�N,"3,94528000","-75,09028000",2019-12-26,2021-09-25,2020-07-31,2020-12-31,59,"88,06",1024,9216,"27007797,00"
71435,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25862,VERGARA,25862000,PE�A BLANCA,EN OPERACI�N,"5,19028000","-74,32250000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,47,"327,13",1024,9216,"27007797,00"
71805,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73043,ANZOATEGUI,73043000,INSP. POLICIA PALOMAR,EN OPERACI�N,"4,60028000","-75,17639000",2019-11-29,2021-08-28,2020-07-31,2020-12-31,116,"23,38",1024,9216,"27007797,00"
71587,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54223,CUCUTILLA,54223002,SAN JOS� DE LA MONTA�A,EN OPERACI�N,"7,96153000","-72,47038000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,553,"192,43",1,9,"27007800,00"
71151,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15822,TOTA,15822000,CORALES,EN OPERACI�N,"5,50222000","-73,00278000",2019-12-03,2021-09-02,2020-07-31,2020-12-31,46,"8,19",1024,9216,"27007797,00"
72224,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50573,PUERTO LOPEZ,50573000,ALTO NAVAJAS,EN OPERACI�N,"4,01694444","-72,86527778",2020-08-09,1900-01-01,2020-10-31,2020-12-31,119,"268,58",1,9,"27007800,00"
71721,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68684,SAN JOSE DE MIRANDA,68684000,VEREDA ANCHICUTA,EN OPERACI�N,"6,63806000","-72,71361000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,211,"203,25",1024,9216,"27007797,00"
72009,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23660,SAHAGUN,23660013,SANTIAGO ABAJO,EN OPERACI�N,"8,58750000","-75,39278000",2019-12-02,2021-09-01,2020-07-31,2020-12-31,950,"299,50",1024,9216,"27007797,00"
71110,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15403,LA UVITA,15403001,CUSAG�I,EN OPERACI�N,"6,24583000","-72,54472000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,835,"102,44",1024,9216,"27007797,00"
72126,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20013,AGUSTIN CODAZZI,20013002,CASACAZA,EN OPERACI�N,"9,83333333","-73,26333333",2020-08-07,1900-01-01,2020-10-31,2020-12-31,188,"43,55",1,9,"27007800,00"
72224,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50573,PUERTO LOPEZ,50573000,ALTO NAVAJAS,POR INSTALAR,"4,01694444","-72,86527778",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71306,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20001,VALLEDUPAR,20001009,GUACOCHE,EN OPERACI�N,"10,43361000","-73,39305000",2020-01-23,2021-10-22,2020-10-31,2020-12-31,263,"159,21",1,9,"27007800,00"
71580,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54172,CHINACOTA,54172001,LA NUEVA DONJUANA,EN OPERACI�N,"7,63417000","-72,57694000",2019-12-03,2021-09-02,2020-07-31,2020-12-31,160,"196,36",1024,9216,"27007797,00"
71798,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73026,ALVARADO,73026000,VEREDA CABECERA DEL LLANO,EN OPERACI�N,"4,66806000","-74,98917000",2019-12-02,2021-09-01,2020-10-31,2020-12-31,272,"159,63",1,9,"27007800,00"
71996,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76863,VERSALLES,76863002,EL BALSAL,EN OPERACI�N,"4,64908000","-76,13836000",2019-12-11,2021-09-10,2020-07-31,2020-12-31,656,"349,26",1024,9216,"27007797,00"
71897,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73675,SAN ANTONIO,73675000,EL SILENCIO,EN OPERACI�N,"4,09667000","-75,39028000",2019-12-02,2021-09-01,2020-10-31,2020-12-31,692,"129,94",1,9,"27007800,00"
71520,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47570,PUEBLOVIEJO,47570005,TIERRA NUEVA,EN OPERACI�N,"10,75333000","-74,31361000",2020-02-02,2021-11-01,2020-07-31,2020-12-31,994,"315,78",1024,9216,"27007797,00"
72106,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15762,SORA,15762000,CAITOQUE,POR INSTALAR,"5,59138889","-73,42166667",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71949,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76250,EL DOVIO,76250000,MONTEAZUL,EN OPERACI�N,"4,56333000","-76,30944000",2019-12-13,2021-09-12,2020-10-31,2020-12-31,80,"37,00",1,9,"27007800,00"
71439,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25871,VILLAGOMEZ,25871001,CERRO AZUL,EN OPERACI�N,"5,32528000","-74,21361000",2019-12-16,2021-09-15,2020-10-31,2020-12-31,152,"291,04",1,9,"27007800,00"
71117,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15507,OTANCHE,15507000,VEREDA CARTAGENA,EN OPERACI�N,"5,81889000","-74,19278000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,18,"26,57",1,9,"27007800,00"
71120,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15514,PAEZ,15514001,LA URURIA,EN OPERACI�N,"5,03944000","-73,00500000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,323,"55,38",1,9,"27007800,00"
72221,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47288,FUNDACION,47288004,SANTA ROSA DE LIMA,EN OPERACI�N,"10,40111111","-74,10777778",2020-08-20,1900-01-01,2020-10-31,2020-12-31,766,"232,33",1,9,"27007800,00"
72013,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25290,FUSAGASUGA,25290001,LA AGUADITA,EN OPERACI�N,"4,38833000","-74,32444000",2019-12-07,2021-09-06,2020-10-31,2020-12-31,469,"153,69",1,9,"27007800,00"
71420,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25596,QUIPILE,25596004,LA BOTICA,EN OPERACI�N,"4,77583000","-74,56472000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,584,"420,91",1,9,"27007800,00"
71761,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70418,LOS PALMITOS,70418000,CORREGIMIENTO PALMAS DE VINO,EN OPERACI�N,"9,40750000","-75,17056000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,874,"608,32",1,9,"27007800,00"
72302,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70400,LA UNION,70400002,CORREGIMIENTO PAJARITO,EN OPERACI�N,"8,79000000","-75,35000000",2020-08-16,1900-01-01,2020-10-31,2020-12-31,255,"148,24",1,9,"27007800,00"
71267,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20178,CHIRIGUANA,20178019,ARENAS BLANCAS,EN OPERACI�N,"9,47083000","-73,44972000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,257,"382,44",1,9,"27007800,00"
71290,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20570,PUEBLO BELLO,20570000,CAMPO ALEGRE,EN OPERACI�N,"10,41472000","-73,58917000",2020-01-23,2021-10-22,2020-07-31,2020-12-31,225,"261,76",1024,9216,"27007797,00"
71621,RED DE INGENIERIA S.A.S.,804012847-1,63,QUINDIO,63130,CALARCA,63130005,QUEBRADA NEGRA,EN OPERACI�N,"4,44508000","-75,66833000",2019-12-15,2021-09-14,2020-07-31,2020-12-31,507,"232,43",1024,9216,"27007797,00"
71968,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76563,PRADERA,76563009,CORREGIMIENTO EL RETIRO,EN OPERACI�N,"3,43556000","-76,17167000",2019-12-14,2021-09-13,2020-10-31,2020-12-31,27,"110,65",1,9,"27007800,00"
71200,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19130,CAJIBIO,19130000,CAMPO ALEGRE,EN OPERACI�N,"2,69833000","-76,68055000",2020-03-27,2021-12-26,2020-07-31,2020-12-31,199,"108,66",1024,9216,"27007797,00"
71089,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15183,CHITA,15183000,EL MORTI�AL,EN OPERACI�N,"6,21194000","-72,48278000",2019-12-10,2021-09-09,2020-07-31,2020-12-31,12,"19,70",1024,9216,"27007797,00"
71851,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73411,LIBANO,73411000,TIERRA ADENTRO,EN OPERACI�N,"4,87167000","-75,04222000",2019-11-30,2021-08-29,2020-07-31,2020-12-31,45,"25,23",1024,9216,"27007797,00"
72199,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41298,GARZON,41298002,LA JAGUA,EN OPERACI�N,"2,16722222","-75,67861111",2020-08-17,1900-01-01,2020-10-31,2020-12-31,43,"15,39",1,9,"27007800,00"
72352,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76828,TRUJILLO,76828002,ANDINAPOLIS,EN OPERACI�N,"4,16777778","-76,38583333",2020-08-13,1900-01-01,2020-10-31,2020-12-31,631,"159,31",1,9,"27007800,00"
71021,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05142,CARACOLI,5142000,VEREDA BOTIJAS,EN OPERACI�N,"6,38306000","-74,77500000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,130,"123,38",1024,9216,"27007797,00"
72148,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20750,SAN DIEGO,20750002,ARROYO DE AGUA,POR INSTALAR,"10,13388889","-73,23861111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71996,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76863,VERSALLES,76863002,EL BALSAL,EN OPERACI�N,"4,64908000","-76,13836000",2019-12-11,2021-09-10,2020-10-31,2020-12-31,596,"254,57",1,9,"27007800,00"
72209,RED DE INGENIERIA S.A.S.,804012847-1,47,MAGDALENA,47053,ARACATACA,47053013,SAMPUES,POR INSTALAR,"10,52694444","-74,18138889",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
72140,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20400,LA JAGUA DE IBIRICO,20400002,LA VICTORIA DE SAN ISIDRO,POR INSTALAR,"9,58583333","-73,23694444",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
72263,RED DE INGENIERIA S.A.S.,804012847-1,63,QUINDIO,63272,FILANDIA,63272000,EL VIGILANTE,POR INSTALAR,"4,62555556","-75,69527778",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71499,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41799,TELLO,41799003,SAN ANDR�S,EN OPERACI�N,"3,04667000","-75,01722000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,70,"28,07",1,9,"27007800,00"
71168,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15842,UMBITA,15842000,VEREDA CHUSCAL,EN OPERACI�N,"5,18528000","-73,47389000",2019-12-05,2021-09-04,2020-10-31,2020-12-31,263,"39,67",1,9,"27007800,00"
72096,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15494,NUEVO COLON,15494000,EL UVO,POR INSTALAR,"5,38166667","-73,43583333",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71804,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73043,ANZOATEGUI,73043001,LISBOA,EN OPERACI�N,"4,57556000","-75,13500000",2019-11-29,2021-08-28,2020-07-31,2020-12-31,32,"47,84",1024,9216,"27007797,00"
71232,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19517,PAEZ,19517000,VEREDA CHICAQUIU,EN OPERACI�N,"2,79166000","-76,06166000",2020-04-06,1900-01-01,2020-07-31,2020-12-31,1348,"442,86",1024,9216,"27007797,00"
72361,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76890,YOTOCO,76890004,RAYITO - LA NEGRA,POR INSTALAR,"3,99638889","-76,37000000",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71425,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25777,SUPATA,25777013,VEREDA PROVIDENCIA,EN OPERACI�N,"5,09972000","-74,27306000",2019-12-13,2021-09-12,2020-07-31,2020-12-31,202,"205,19",1024,9216,"27007797,00"
71365,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23855,VALENCIA,23855003,CORREGIMIENTO VILLANUEVA,EN OPERACI�N,"8,16028000","-76,29056000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,904,"619,91",1024,9216,"27007797,00"
