DIRCON,NOMBRE_OPERADOR,OPERADOR,DANE DEPARTAMENTO,DEPARTAMENTO,DANE MUNICIPIO,MUNICIPIO,DANE CENTRO POBLADO,CENTRO POBLADO,ESTADO,COORDENADAS DE REFERENCIA LATITUD,COORDENADAS DE REFERENCIA LONGITUD,INICIO DE OPERACIÓN,FECHA FIN OPERACIÓN,FECHACORTE,VIGENCIA],N° USUARIOS ACTIVOS MES,TRAFICO MENSUAL (GB),VELOCIDAD SUBIDA (Mb),VELOCIDAD BAJADA (Mb),INVERSIÓN
72380,EMTEL,891502163-1,91,AMAZONAS,91536,PUERTO ARICA,91536000,PUERTO ARICA,INSTALADA,"-2,14924000","-71,75539000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
72455,EMTEL,891502163-1,19,CAUCA,19137,CALDONO,19137012,GRANADILLO,INSTALADA,"2,80600000","-76,40533000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71457,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41306,GIGANTE,41306015,LA BODEGA,EN OPERACI�N,"2,36333000","-75,48111000",2019-12-01,2021-08-31,2020-10-31,2020-12-31,560,"207,75",1,9,"27007800,00"
72398,EMTEL,891502163-1,08,ATLANTICO,08606,REPELON,08086061,Vereda Arroyonegro,INSTALADA,"10,49431000","-75,12459000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
72586,EMTEL,891502163-1,86,PUTUMAYO,86568,PUERTO ASIS,86568000,VDA ANCURA,INSTALADA,",47241660","-76,43922000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
72546,EMTEL,891502163-1,44,LA GUAJIRA,44430,MAICAO,44430000,COMUNIDAD PIPAMANA,INSTALADA,"11,39472000","-72,26444000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71153,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15822,TOTA,15822000,CORALES,EN OPERACI�N,"5,50222000","-73,00278000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,576,"58,64",1,9,"27007800,00"
72018,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54385,LA ESPERANZA,54385008,VEREDA VILLAMARIA,EN OPERACI�N,"7,60778000","-73,31861000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,454,"246,75",1,9,"27007800,00"
71940,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76243,EL AGUILA,76243000,CORREGIMIENTO LA JUDEA,EN OPERACI�N,"4,86806000","-76,08250000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,369,"95,64",1024,9216,"27007797,00"
71616,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54810,TIBU,54810000,VEREDA CAMPO TRES,EN OPERACI�N,"8,76250000","-72,75861000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,415,"241,05",1,9,"27007800,00"
71209,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19355,INZA,19355005,VEREDA SAN JOSE,EN OPERACI�N,"2,52750000","-76,08000000",2019-12-04,2021-09-03,2020-07-31,2020-12-31,167,"230,04",1024,9216,"27007797,00"
72156,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23189,CIENAGA DE ORO,23189034,LA DRAGA,POR INSTALAR,"8,94472222","-75,70111111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71504,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41807,TIMANA,41807014,SANTA BARBARA,EN OPERACI�N,"1,88139000","-75,96944000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,47,"21,28",1024,9216,"27007797,00"
71547,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001000,SANTA ISABEL,EN OPERACI�N,"1,14139000","-77,21639000",2019-12-17,2021-09-16,2020-07-31,2020-12-31,1407,"594,76",1024,9216,"27007797,00"
71555,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52001,PASTO,52001000,SANTA ISABEL,EN OPERACI�N,"1,14139000","-77,21639000",2019-12-17,2021-09-16,2020-10-31,2020-12-31,1024,"329,89",1,9,"27007800,00"
72018,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54385,LA ESPERANZA,54385008,VEREDA VILLAMARIA,EN OPERACI�N,"7,60778000","-73,31861000",2019-12-04,2021-09-03,2020-07-31,2020-12-31,684,"323,93",1024,9216,"27007797,00"
71138,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15681,SAN PABLO DE BORBUR,15681006,SAN MART�N,EN OPERACI�N,"5,66306000","-74,12528000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,467,"90,92",1,9,"27007800,00"
71932,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76113,BUGALAGRANDE,76113008,GALICIA,EN OPERACI�N,"4,23694000","-76,03778000",2020-01-24,2021-10-23,2020-07-31,2020-12-31,1207,"453,58",1024,9216,"27007797,00"
71726,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,170,"191,55",1024,9216,"27007797,00"
72534,EMTEL,891502163-1,95,GUAVIARE,95200,MIRAFLORES,95200002,LAGOS DEL DORADO,INSTALADA,"1,20716000","-71,95333000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71819,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73168,CHAPARRAL,73168000,VEREDA ICARCO,EN OPERACI�N,"3,64917000","-75,58444000",2020-01-26,2021-10-25,2020-10-31,2020-12-31,162,"132,22",1,9,"27007800,00"
72223,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50573,PUERTO LOPEZ,50573014,ALTO MELUA,POR INSTALAR,"3,80527778","-72,72138889",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71567,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52720,SAPUYES,52720005,FLORESTA,EN OPERACI�N,"1,00833000","-77,64722000",2019-12-13,2021-09-12,2020-07-31,2020-12-31,704,"383,07",1024,9216,"27007797,00"
71320,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23090,CANALETE,23090021,QUEBRADA DE URANGO,EN OPERACI�N,"8,75806000","-76,18333000",2019-12-02,2021-09-01,2020-10-31,2020-12-31,1827,"277,27",1,9,"27007800,00"
72536,EMTEL,891502163-1,95,GUAVIARE,95025,EL RETORNO,95025000,VDA SAN ISIDRO I,INSTALADA,"2,27133300","-72,56950000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71650,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68167,CHARALA,68167000,VEREDA GRIMA ALTA,EN OPERACI�N,"6,30722000","-73,16611000",2019-12-15,2021-09-14,2020-07-31,2020-12-31,59,"107,44",1024,9216,"27007797,00"
71916,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73854,VALLE DE SAN JUAN,73854000,VEREDA BUENAVISTA ALEGRIA,EN OPERACI�N,"4,26139000","-75,17222000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,183,"86,55",1,9,"27007800,00"
71599,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54418,LOURDES,54418000,VEREDA CAMPO RICO,EN OPERACI�N,"7,37167000","-72,51167000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,115,"166,50",1,9,"27007800,00"
71825,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73200,COELLO,73200001,GUALANDAY,EN OPERACI�N,"4,47611000","-74,80389000",2019-12-06,2021-09-05,2020-10-31,2020-12-31,475,"71,39",1,9,"27007800,00"
72154,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23162,CERETE,23162006,RETIRO DE LOS INDIOS,POR INSTALAR,"8,85916667","-75,81472222",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
72137,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20400,LA JAGUA DE IBIRICO,20400000,ALTO DE LAS FLOREZ,POR INSTALAR,"9,57555556","-73,11166667",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71727,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68689,SAN VICENTE DE CHUCURI,68689000,GUAYACAN EL LITORAL,EN OPERACI�N,"6,93639000","-73,41417000",2019-12-08,2021-09-07,2020-07-31,2020-12-31,251,"244,32",1024,9216,"27007797,00"
72071,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05240,EBEJICO,5240000,VDA. EL FILO SAN JOSE,POR INSTALAR,"6,34611111","-75,76361111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71184,RED DE INGENIERIA S.A.S.,804012847-1,85,CASANARE,85162,MONTERREY,85162004,EL GUAFAL,EN OPERACI�N,"4,82111000","-72,75389000",2019-12-12,2021-09-11,2020-10-31,2020-12-31,1240,"691,75",1,9,"27007800,00"
71121,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15516,PAIPA,15516000,VEREDA LOS MEDIOS,EN OPERACI�N,"5,78500000","-73,08611000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,200,"58,24",1024,9216,"27007797,00"
72355,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76834,TULUA,76834003,BARRAGAN,POR INSTALAR,"4,03250000","-75,88527778",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71006,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05044,ANZA,5044000,VEREDA LA CORDILLERA,EN OPERACI�N,"6,29389000","-75,94944000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,544,"550,43",1024,9216,"27007797,00"
71011,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05093,BETULIA,5093000,VEREDA CUCHILLON,EN OPERACI�N,"6,12444000","-75,93639000",2019-12-26,2021-09-25,2020-07-31,2020-12-31,527,"404,97",1024,9216,"27007797,00"
72088,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13654,SAN JACINTO,13654005,SAN CRISTOBAL,EN OPERACI�N,"9,88194444","-75,25333333",2020-08-23,1900-01-01,2020-10-31,2020-12-31,229,"215,14",1,9,"27007800,00"
71236,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19532,PATIA,19532003,DON ALONSO,EN OPERACI�N,"2,56696000","-75,92529000",2020-03-29,2021-12-28,2020-10-31,2020-12-31,926,"217,38",1,9,"27007800,00"
72299,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70215,COROZAL,70215022,VILLA NUEVA,EN OPERACI�N,"9,18694444","-75,21194444",2020-08-07,1900-01-01,2020-10-31,2020-12-31,924,"795,47",1,9,"27007800,00"
71218,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19450,MERCADERES,19450000,CORREGIMIENTO SOMBRERILLOS,EN OPERACI�N,"1,74666000","-77,04833000",2020-03-29,2021-12-28,2020-10-31,2020-12-31,193,"92,33",1,9,"27007800,00"
71154,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15822,TOTA,15822000,CORALES,EN OPERACI�N,"5,50222000","-73,00278000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,138,"41,94",1,9,"27007800,00"
72259,RED DE INGENIERIA S.A.S.,804012847-1,63,QUINDIO,63130,CALARCA,63130004,LA VIRGINIA,EN OPERACI�N,"4,49055556","-75,64333333",2020-08-07,1900-01-01,2020-10-31,2020-12-31,55,"15,16",1,9,"27007800,00"
71370,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25035,ANAPOIMA,25035002,SAN ANTONIO DE ANAPOIMA,EN OPERACI�N,"4,58250000","-74,54833000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,503,"190,41",1,9,"27007800,00"
72100,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15599,RAMIRIQUI,15599000,GUACAMAYAS,POR INSTALAR,"5,35500000","-73,31361111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71167,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41298,GARZON,41298013,CAGUANCITO,EN OPERACI�N,"2,06083000","-75,64194000",2019-12-03,2021-09-02,2020-07-31,2020-12-31,298,"187,28",1024,9216,"27007797,00"
71035,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05490,NECOCLI,5490001,CASA BLANCA,EN OPERACI�N,"8,36861000","-76,75278000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,570,"254,75",1,9,"27007800,00"
71196,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19130,CAJIBIO,19130000,CAMPO ALEGRE,EN OPERACI�N,"2,69833000","-76,68055000",2020-03-30,2021-12-29,2020-07-31,2020-12-31,826,"277,45",1024,9216,"27007797,00"
72083,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13212,CORDOBA,13212008,TACAMOCHO,EN OPERACI�N,"9,47805556","-74,80055556",2020-08-24,1900-01-01,2020-10-31,2020-12-31,75,"1131,76",1,9,"27007800,00"
72133,RED DE INGENIERIA S.A.S.,804012847-1,20,CESAR,20032,ASTREA,20032000,VDA LA PUERTA,EN OPERACI�N,"9,57194444","-73,92638889",2020-08-08,1900-01-01,2020-10-31,2020-12-31,8,"151,42",1,9,"27007800,00"
71034,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05495,NECHI,5495002,COLORADO,EN OPERACI�N,"8,05722000","-74,87611000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,1244,"328,06",1,9,"27007800,00"
71848,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73352,ICONONZO,73352000,VEREDA EL TRIUNFO,EN OPERACI�N,"4,08444000","-74,54755000",2020-01-23,2021-10-22,2020-10-31,2020-12-31,444,"230,16",1,9,"27007800,00"
72234,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50001,VILLAVICENCIO,50001014,SAN LUIS DE OCOA,EN OPERACI�N,"4,07944444","-73,70416667",2020-08-17,1900-01-01,2020-10-31,2020-12-31,248,"396,96",1,9,"27007800,00"
71119,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15507,OTANCHE,15507000,VEREDA CARTAGENA,EN OPERACI�N,"5,81889000","-74,19278000",2019-12-07,2021-09-06,2020-07-31,2020-12-31,7,"177,22",1024,9216,"27007797,00"
72468,EMTEL,891502163-1,27,CHOCO,27810,UNION PANAMERICANA,27810003,SAN RAFAEL DEL DOS,INSTALADA,"5,23166700","-76,65778000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
72352,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76828,TRUJILLO,76828002,ANDINAPOLIS,POR INSTALAR,"4,16777778","-76,38583333",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71919,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73854,VALLE DE SAN JUAN,73854000,VEREDA BUENAVISTA ALEGRIA,EN OPERACI�N,"4,26139000","-75,17222000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,194,"153,67",1,9,"27007800,00"
72268,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66440,MARSELLA,66440001,ALTO CAUCA,EN OPERACI�N,"4,99250000","-75,74416667",2020-08-11,1900-01-01,2020-10-31,2020-12-31,198,"200,82",1,9,"27007800,00"
71579,RED DE INGENIERIA S.A.S.,804012847-1,54,NORTE DE SANTANDER,54125,CACOTA,54125002,ICOTA,EN OPERACI�N,"7,22278000","-72,63056000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,202,"156,95",1024,9216,"27007797,00"
71796,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73026,ALVARADO,73026000,VEREDA CABECERA DEL LLANO,EN OPERACI�N,"4,66806000","-74,98917000",2019-12-02,2021-09-01,2020-07-31,2020-12-31,215,"138,98",1024,9216,"27007797,00"
71083,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15131,CALDAS,15131002,VEREDA QUIPE,EN OPERACI�N,"5,55000000","-73,90917000",2019-12-04,2021-09-03,2020-10-31,2020-12-31,147,"70,89",1,9,"27007800,00"
72428,EMTEL,891502163-1,18,CAQUETA,18753,SAN VICENTE DEL CAGUAN,18753000,CORREGIMIENTO LOS POZOS,INSTALADA,"2,12267200","-74,55599000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71479,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41503,OPORAPA,41503000,VEREDA ALTO SAN FRANCISCO,EN OPERACI�N,"2,06111000","-76,00722000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,400,"101,27",1,9,"27007800,00"
71415,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25580,PULI,25580002,PALESTINA,EN OPERACI�N,"4,63306000","-74,72333000",2020-01-22,2021-10-21,2020-07-31,2020-12-31,35,"195,15",1024,9216,"27007797,00"
71966,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76520,PALMIRA,76520000,VEREDA CABUYAL,EN OPERACI�N,"3,45639000","-76,06583000",2019-12-15,2021-09-14,2020-07-31,2020-12-31,116,"126,84",1024,9216,"27007797,00"
71842,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73001,IBAGUE,73001002,LA LOMA,EN OPERACI�N,"4,35987000","-75,18979000",2019-11-27,2021-08-26,2020-07-31,2020-12-31,198,"36,03",1024,9216,"27007797,00"
71714,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68615,RIONEGRO,68615002,VEREDA EL DIAMANTE,EN OPERACI�N,"7,42083000","-73,18917000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,62,"159,93",1,9,"27007800,00"
71431,RED DE INGENIERIA S.A.S.,804012847-1,25,CUNDINAMARCA,25839,UBALA,25839005,CORREGIMIENTO SANTA ROSA,EN OPERACI�N,"4,84833000","-73,39333000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,219,"201,44",1,9,"27007800,00"
71068,RED DE INGENIERIA S.A.S.,804012847-1,13,BOLIVAR,13442,MARIA LA BAJA,13442000,MAR�A LA BAJA,EN OPERACI�N,"9,90028000","-75,35361000",2019-11-24,2021-08-23,2020-07-31,2020-12-31,489,"467,20",1024,9216,"27007797,00"
71807,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73043,ANZOATEGUI,73043000,INSP. POLICIA PALOMAR,EN OPERACI�N,"4,60028000","-75,17639000",2019-11-29,2021-08-28,2020-10-31,2020-12-31,101,"36,02",1,9,"27007800,00"
71084,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15135,CAMPOHERMOSO,15135002,YOTEGUENGUE,EN OPERACI�N,"5,00306000","-73,05028000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,155,"27,09",1,9,"27007800,00"
72331,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76100,BOLIVAR,76100000,LA AGUADA,POR INSTALAR,"4,38000000","-76,22361111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71657,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68235,EL CARMEN DE CHUCURI,68235000,EL VERGEL,EN OPERACI�N,"6,66611000","-73,48083000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,390,"294,47",1024,9216,"27007797,00"
71675,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68377,LA BELLEZA,68377005,LOS VALLES,EN OPERACI�N,"5,90305000","-74,07638000",2020-01-25,2021-10-24,2020-07-31,2020-12-31,132,"79,22",1024,9216,"27007797,00"
71755,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70235,GALERAS,70235000,CASERIO ABRE EL OJO,EN OPERACI�N,"7,07444000","-74,98389000",2019-12-03,2021-09-02,2020-10-31,2020-12-31,2674,"1997,45",1,9,"27007800,00"
71735,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68720,SANTA HELENA DEL OPON,68720000,CORREGIMIENTO DE CACHIPAY,EN OPERACI�N,"6,29722000","-73,65000000",2019-12-10,2021-09-09,2020-10-31,2020-12-31,520,"268,81",1,9,"27007800,00"
71345,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23001,MONTERIA,23001047,MATAMOROS,EN OPERACI�N,"8,63472000","-75,86806000",2019-12-03,2021-09-02,2020-07-31,2020-12-31,911,"181,59",1024,9216,"27007797,00"
72521,EMTEL,891502163-1,94,GUAINIA,94343,BARRANCO MINAS,94343000,BARRANCOMINAS,INSTALADA,"3,49533000","-69,81506000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
71477,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41001,NEIVA,41001000,VEREDA COROZAL,EN OPERACI�N,"3,15055000","-75,44805000",2020-01-30,2021-10-29,2020-10-31,2020-12-31,288,"266,48",1,9,"27007800,00"
71828,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73200,COELLO,73200012,LA SALINA,EN OPERACI�N,"4,26611000","-74,94833000",2019-12-06,2021-09-05,2020-07-31,2020-12-31,21,"44,94",1024,9216,"27007797,00"
71166,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15842,UMBITA,15842000,VEREDA CHUSCAL,EN OPERACI�N,"5,18528000","-73,47389000",2019-12-05,2021-09-04,2020-07-31,2020-12-31,113,"58,57",1024,9216,"27007797,00"
72308,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70820,SANTIAGO DE TOLU,70820000,VEREDA EL FRANCES,POR INSTALAR,"9,58755556","-75,57108333",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71173,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15407,VILLA DE LEYVA,15407000,SABANA,EN OPERACI�N,"5,68417000","-73,50389000",2019-12-08,2021-09-07,2020-10-31,2020-12-31,32,"18,83",1,9,"27007800,00"
72331,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76100,BOLIVAR,76100000,LA AGUADA,EN OPERACI�N,"4,38000000","-76,22361111",2020-08-12,1900-01-01,2020-10-31,2020-12-31,62,"75,53",1,9,"27007800,00"
71501,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41807,TIMANA,41807011,ALTO NARANJAL,EN OPERACI�N,"1,91944000","-75,95139000",2019-12-01,2021-08-31,2020-07-31,2020-12-31,404,"164,87",1024,9216,"27007797,00"
72323,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73671,SALDA�A,73671011,PALMAR TRINCADERO,POR INSTALAR,"3,94972222","-74,98888889",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71239,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19532,PATIA,19532029,QUEBRADA OSCURA,EN OPERACI�N,"2,11333000","-77,07944000",2020-03-30,2021-12-29,2020-10-31,2020-12-31,212,"64,55",1,9,"27007800,00"
71240,RED DE INGENIERIA S.A.S.,804012847-1,19,CAUCA,19532,PATIA,19532023,SANTA ROSA BAJA,EN OPERACI�N,"2,20777000","-77,00944000",2020-03-29,2021-12-28,2020-10-31,2020-12-31,748,"172,60",1,9,"27007800,00"
72386,EMTEL,891502163-1,91,AMAZONAS,91001,LETICIA,91001010,KM 18,INSTALADA,"-4,07603900","-70,00189000",1900-01-01,1900-01-01,2020-10-31,2020-12-31,,,3,10,"99692140,00"
72063,RED DE INGENIERIA S.A.S.,804012847-1,05,ANTIOQUIA,05051,ARBOLETES,5051017,LA ATOYOSA,POR INSTALAR,"8,67444444","-76,42388889",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71691,RED DE INGENIERIA S.A.S.,804012847-1,68,SANTANDER,68444,MATANZA,68444000,VEREDA EL AVENTINO,EN OPERACI�N,"7,29972000","-73,09778000",2019-12-12,2021-09-11,2020-07-31,2020-12-31,297,"268,72",1024,9216,"27007797,00"
72304,RED DE INGENIERIA S.A.S.,804012847-1,70,SUCRE,70400,LA UNION,70400000,VEREDA EL PAISAJE,POR INSTALAR,"8,80694444","-75,34472222",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
72116,RED DE INGENIERIA S.A.S.,804012847-1,17,CALDAS,17873,VILLAMARIA,17873003,LLANITOS,POR INSTALAR,"4,99138889","-75,53777778",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
71489,RED DE INGENIERIA S.A.S.,804012847-1,41,HUILA,41668,SAN AGUSTIN,41668003,VILLA F�TIMA,EN OPERACI�N,"1,92056000","-76,42417000",2019-12-26,2021-09-25,2020-10-31,2020-12-31,1096,"572,28",1,9,"27007800,00"
71568,RED DE INGENIERIA S.A.S.,804012847-1,52,NARI�O,52788,TANGUA,52788001,SANTANDER,EN OPERACI�N,"1,07528000","-77,31611000",2019-12-09,2021-09-08,2020-10-31,2020-12-31,656,"321,86",1,9,"27007800,00"
72106,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15762,SORA,15762000,CAITOQUE,EN OPERACI�N,"5,59138889","-73,42166667",2020-08-10,1900-01-01,2020-10-31,2020-12-31,87,"84,20",1,9,"27007800,00"
71901,RED DE INGENIERIA S.A.S.,804012847-1,73,TOLIMA,73675,SAN ANTONIO,73675000,EL SILENCIO,EN OPERACI�N,"4,09667000","-75,39028000",2019-11-30,2021-08-29,2020-07-31,2020-12-31,316,"156,83",1024,9216,"27007797,00"
71116,RED DE INGENIERIA S.A.S.,804012847-1,15,BOYACA,15507,OTANCHE,15507004,VEREDA BOLIVAR,EN OPERACI�N,"5,76778000","-74,14222000",2019-12-09,2021-09-08,2020-07-31,2020-12-31,49,"79,35",1024,9216,"27007797,00"
72366,RED DE INGENIERIA S.A.S.,804012847-1,50,META,50006,ACACIAS,50006000,VEREDA MANZANARES,EN OPERACI�N,"4,13972000","-73,80639000",2020-08-21,1900-01-01,2020-10-31,2020-12-31,727,"558,57",1,9,"27007800,00"
72161,RED DE INGENIERIA S.A.S.,804012847-1,23,CORDOBA,23417,LORICA,23417007,CORREG NARI�O Y PALO DE AGUA,POR INSTALAR,"9,16777778","-75,83722222",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
72268,RED DE INGENIERIA S.A.S.,804012847-1,66,RISARALDA,66440,MARSELLA,66440001,ALTO CAUCA,POR INSTALAR,"4,99250000","-75,74416667",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
72330,RED DE INGENIERIA S.A.S.,804012847-1,76,VALLE DEL CAUCA,76100,BOLIVAR,76100000,LA AGUADA,POR INSTALAR,"4,38000000","-76,22361111",1900-01-01,1900-01-01,2020-07-31,2020-12-31,0,",00",1024,9216,"27007797,00"
